id,skill,expected_content,question,text,category,follow_up_answer,answer,confidence,created_at,interview_id,candidate_id,action
7247,"Programming Basics","A boolean value is a data type that can hold one of two values: true or false.","What is a boolean value?","Boolean values, true or false. Like if it's one, if it's five is correct, it like zero means false. One means true.",answer,NULL,"Boolean values, true or false. Like if it's one, if it's five is correct, it like zero means false. One means true.",0.95,"2025-08-10 17:17:55",450,1283,NULL
7248,"Programming Basics","A string is a sequence of characters, typically used to represent text in programming.","What is a string?","Strings, uh, used to store, uh, text values and number, both values. So store one or multiple kinds-- multiple values to store. ",answer,NULL,"Strings, uh, used to store, uh, text values and number, both values. So store one or multiple kinds-- multiple values to store.",0.85,"2025-08-10 17:19:01",450,1283,NULL
7249,"OOP Basic","An access modifier defines the visibility of a class's members, such as public, private, or protected.","What is an access modifier in OOP?","Access modifiers are the... Private, public, protect. Private is used to store-- private variables are not accessible out of the class. They can be accessed using............................ Public are-- can be used in, in, inside or out-outside of the class. And, uh, protected, they can modify the subclasses.",answer,NULL,"Access modifiers are the... Private, public, protect. Private is used to store-- private variables are not accessible out of the class. They can be accessed using............................ Public are-- can be used in, in, inside or out-outside of the class. And, uh, protected, they can modify the subclasses.",0.85,"2025-08-10 17:19:56",450,1283,NULL
7250,"OOP Basic","A final class is a class that cannot be subclassed or extended.","What is a final class?","The final keyword is used to prevent modi-modifications and inheritance. They can be modified in subclass. They, they mainly used to store the constant value.",answer,NULL,"The final keyword is used to prevent modi-modifications and inheritance. They can be modified in subclass. They, they mainly used to store the constant value.",0.85,"2025-08-10 17:20:40",450,1283,NULL
7251,JavaScript,"The console.log function outputs messages to the web console.","What does the console.log function do","They used to find the error, but they are in, in compiled file.",answer,NULL,"They used to find the error, but they are in, in compiled file.",0.85,"2025-08-10 17:21:12",450,1283,NULL
7252,JavaScript,"An array is a special variable that can hold multiple values.","What is an array in JavaScript","Arrays used to store the same data type, array of multiple reference in one single array.",answer,NULL,"Arrays used to store the same data type, array of multiple reference in one single array.",0.85,"2025-08-10 17:21:46",450,1283,NULL
7253,JavaScript,"You can create an array in JavaScript by using square brackets, like this: let myArray = [].","How do you create an array in JavaScript","You see, like, we can create as a object. First, define the datatype, then double close bracket, then the array name.",answer,NULL,"You see, like, we can create as a object. First, define the datatype, then double close bracket, then the array name.",0.85,"2025-08-10 17:22:31",450,1283,NULL
7254,NULL,,"Thank you for your time MITHUSHANA. If there's anything you'd like to ask or clarify, I'm here to help.","Like, it's good to have this in the video. I feel like I don't have much to clarify.",answer,NULL,"Like, it's good to have this in the video. I feel like I don't have much to clarify.",1,"2025-08-10 17:23:01",450,1283,NULL
7255,NULL,,"How are you feeling about today’s interview?","Yeah, I'm feeling good. I will not let you go. But I need a come at it or down. I go to an idealist. You get.",answer,NULL,"Yeah, I'm feeling good. I will not let you go. But I need a come at it or down. I go to an idealist. You get.",0.85,"2025-08-19 07:11:52",451,1077,NULL
7256,NULL,,"How comfortable are you using customer relationship management (CRM) systems?","Ah, next question please. ",next_question,NULL,NULL,0.95,"2025-08-19 07:12:24",451,1077,NULL
7257,HTML,"You create a dropdown menu in HTML using the select tag, with option tags nested inside to define the available choices.","How do you create a dropdown menu in HTML","Give more explanation.",explanation,NULL,NULL,0.95,"2025-08-19 07:12:47",451,1077,NULL
7258,HTML,"You create a dropdown menu in HTML using the select tag, with option tags nested inside to define the available choices.","How do you create a dropdown menu in HTML","And please pause this interview.",pause_interview,NULL,NULL,1,"2025-08-19 07:13:15",451,1077,pause_interview
7259,HTML,"You create a dropdown menu in HTML using the select tag, with option tags nested inside to define the available choices.","How do you create a dropdown menu in HTML","And then could have made one that what about the bottom line? They do on the other vacancy under the criteria in the boardroom and of course in the public and the pop up. But in my next question. You know.",next_question,NULL,NULL,0.85,"2025-08-19 07:14:22",451,1077,NULL
